-1.200000000000000094e-01,-1.200000000000000372e-01,1.697056274847714152e-01,2.545584412271570396e-01,4.371375669052540713e-01,4.314367860393549803e-01,7.960944272549772549e-01
-1.257142857142857506e-01,-1.257142857142857506e-01,1.777868478411891162e-01,2.793793323218686786e-01,4.574657477366905756e-01,4.518215887652158869e-01,8.085354121656264104e-01
-1.314285714285714501e-01,-1.314285714285714501e-01,1.858680681976067894e-01,3.053546834674970567e-01,4.777258390096083551e-01,4.721840356243067749e-01,8.206048842864339665e-01
-1.371428571428571774e-01,-1.371428571428571774e-01,1.939492885540244904e-01,3.324844946640419519e-01,4.979147487313118070e-01,4.925230979678764665e-01,8.323293952490301573e-01
-1.428571428571428770e-01,-1.428571428571428770e-01,2.020305089104421636e-01,3.607687659115038081e-01,5.180293870403602785e-01,5.128377456585050398e-01,8.437325847930088329e-01
-1.485714285714286043e-01,-1.485714285714286043e-01,2.101117292668598646e-01,3.902074972098825700e-01,5.380666666755378191e-01,5.331269470435694435e-01,8.548356025925419877e-01
-1.542857142857143316e-01,-1.542857142857143316e-01,2.181929496232775656e-01,4.208006885591780155e-01,5.580235034924446724e-01,5.533896689336755825e-01,8.656574552540410306e-01
-1.600000000000000311e-01,-1.600000000000000311e-01,2.262741699796952388e-01,4.525483399593904221e-01,5.778968170294774831e-01,5.736248765862576038e-01,8.762152940154569469e-01
-1.657142857142857029e-01,-1.657142857142857584e-01,2.343553903361128843e-01,4.854504514105195678e-01,5.976835311248981375e-01,5.938315336945574341e-01,8.865246550191280273e-01
-1.714285714285714302e-01,-1.714285714285714857e-01,2.424366106925305853e-01,5.195070229125655636e-01,6.173805745867012584e-01,6.140086023822407535e-01,8.965996613288848005e-01
-1.771428571428571574e-01,-1.771428571428572130e-01,2.505178310489483140e-01,5.547180544655284651e-01,6.369848819167953646e-01,6.341550432038249863e-01,9.064531938444708725e-01
-1.828571428571428570e-01,-1.828571428571429125e-01,2.585990514053659872e-01,5.910835460694080501e-01,6.564933940910359089e-01,6.542698151511626703e-01,9.160970367429196459e-01
-1.885714285714286120e-01,-1.885714285714286675e-01,2.666802717617836604e-01,6.286034977242047628e-01,6.759030593965038580e-01,6.743518756662156832e-01,9.255420019147210242e-01
-1.942857142857143116e-01,-1.942857142857143671e-01,2.747614921182013337e-01,6.672779094299176039e-01,6.952108343273025737e-01,6.944001806603006255e-01,9.347980359682754870e-01
-2.000000000000000389e-01,-2.000000000000000944e-01,2.828427124746190624e-01,7.071067811865477948e-01,7.144136845400615998e-01,7.144136845400612668e-01,9.438743126816934170e-01
-1.326812023195860502e-01,-1.326812023195860502e-01,1.496375524460960560e-01,2.814593336884907426e-01,4.829427402060451624e-01,4.766446067553268828e-01,8.095355824125478605e-01
-1.389993548109949295e-01,-1.389993548109949295e-01,1.567631501816244555e-01,3.089032142975727813e-01,5.053608756804636171e-01,4.991257922137428693e-01,8.221866193004148116e-01
-1.453175073024037811e-01,-1.453175073024037811e-01,1.638887479171528272e-01,3.376235544698674151e-01,5.276982229143046821e-01,5.215767206647573540e-01,8.344598708246342422e-01
-1.516356597938126605e-01,-1.516356597938126605e-01,1.710143456526812267e-01,3.676203542053755879e-01,5.499511214580011798e-01,5.439959968278982316e-01,8.463823369111451722e-01
-1.579538122852215121e-01,-1.579538122852215121e-01,1.781399433882095984e-01,3.988936135040967446e-01,5.721159145450690486e-01,5.663822231146660169e-01,8.579780564298409296e-01
-1.642719647766303637e-01,-1.642719647766303637e-01,1.852655411237379979e-01,4.314433323660308295e-01,5.941889497109089646e-01,5.887339996057103786e-01,8.692685361432519464e-01
-1.705901172680392430e-01,-1.705901172680392430e-01,1.923911388592663974e-01,4.652695107911786199e-01,6.161665794693135245e-01,6.110499240380748986e-01,8.802731035628699185e-01
-1.769082697594480946e-01,-1.769082697594480946e-01,1.995167365947947413e-01,5.003721487795391720e-01,6.380451620487702646e-01,6.333285918029475381e-01,8.910091995059246095e-01
-1.832264222508569185e-01,-1.832264222508569740e-01,2.066423343303231130e-01,5.367512463311123749e-01,6.598210621905795659e-01,6.555685959543769981e-01,9.014926224249684150e-01
-1.895445747422657701e-01,-1.895445747422658256e-01,2.137679320658515125e-01,5.744068034458993388e-01,6.814906520107170129e-01,6.777685272293888508e-01,9.117377338358123584e-01
-1.958627272336746494e-01,-1.958627272336747049e-01,2.208935298013799120e-01,6.133388201238993975e-01,7.030503119272631940e-01,6.999269740799485273e-01,9.217576321176415011e-01
-2.021808797250835010e-01,-2.021808797250835565e-01,2.280191275369082837e-01,6.535472963651119960e-01,7.244964316551393280e-01,7.220425227172249105e-01,9.315643004100075952e-01
-2.084990322164923804e-01,-2.084990322164924359e-01,2.351447252724366832e-01,6.950322321695383554e-01,7.458254112697212390e-01,7.441137571685690899e-01,9.411687331499588582e-01
-2.148171847079012320e-01,-2.148171847079012875e-01,2.422703230079650549e-01,7.377936275371771435e-01,7.670336623408302579e-01,7.661392593476835655e-01,9.505810448831431003e-01
-2.211353371993100836e-01,-2.211353371993101391e-01,2.493959207434934544e-01,7.818314824680294706e-01,7.881176091383750304e-01,7.881176091383746973e-01,9.598105642765517587e-01
-1.436938615365765670e-01,-1.436938615365765670e-01,1.276876983636807683e-01,3.048207117221822249e-01,5.226258699216740355e-01,5.158102224348515286e-01,8.203655454371066025e-01
-1.505364263716516549e-01,-1.505364263716516549e-01,1.337680649524274901e-01,3.345424591236648149e-01,5.468447286072830593e-01,5.400978222077489344e-01,8.331858278339967505e-01
-1.573789912067267149e-01,-1.573789912067267149e-01,1.398484315411741841e-01,3.656466133810302166e-01,5.709704197964511341e-01,5.643469434278820529e-01,8.456232708565101230e-01
-1.642215560418018028e-01,-1.642215560418018028e-01,1.459287981299209058e-01,3.981331744942787076e-01,5.949987291748773943e-01,5.885558082520229162e-01,8.577052356354610829e-01
-1.710641208768768629e-01,-1.710641208768768629e-01,1.520091647186675721e-01,4.320021424634103435e-01,6.189254477465964133e-01,6.127226356143294916e-01,8.694560826326258596e-01
