0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,-0.000000000000000000e+00,-0.000000000000000000e+00,nan,1.000000000000000000e+00,nan
-5.357142857142857192e-03,3.092947870658708728e-03,3.571428571428572618e-03,nan,6.201329930225629034e-02,6.193612965674973048e-02,nan,5.726901389984737599e-03,nan
-1.071428571428571438e-02,6.185895741317417457e-03,7.142857142857145236e-03,nan,1.240224458795196605e-01,1.238704817800242164e-01,nan,1.145305154399910152e-02,nan
-1.607142857142856984e-02,9.278843611976124450e-03,1.071428571428571612e-02,nan,1.860232869974879910e-01,1.858012787513638464e-01,nan,1.717769971867485340e-02,nan
-2.142857142857142877e-02,1.237179148263483491e-02,1.428571428571429047e-02,nan,2.480116699037075711e-01,2.477267427824703938e-01,nan,2.290009615515974442e-02,nan
-2.678571428571428770e-02,1.546473935329354538e-02,1.785714285714286309e-02,nan,3.099834418196341090e-01,3.096450958305818069e-01,nan,2.861949256944704145e-02,nan
-3.214285714285713969e-02,1.855768722395224890e-02,2.142857142857143224e-02,nan,3.719344499340566657e-01,3.715545595141973578e-01,nan,3.433514264049569720e-02,nan
-3.750000000000000555e-02,2.165063509461095936e-02,2.500000000000000833e-02,nan,4.338605413983665504e-01,4.334533550293031556e-01,nan,4.004630249535582470e-02,nan
-4.285714285714285754e-02,2.474358296526966983e-02,2.857142857142858094e-02,nan,4.957575633241114721e-01,4.953397030661925715e-01,nan,4.575223119055246007e-02,nan
-4.821428571428572341e-02,2.783653083592838029e-02,3.214285714285715356e-02,nan,5.576213627832613540e-01,5.572118237269818586e-01,nan,5.145219118903732181e-02,nan
-5.357142857142857539e-02,3.092947870658709075e-02,3.571428571428572618e-02,nan,6.194477868117042041e-01,6.190679364439948262e-01,nan,5.714544883196027991e-02,nan
-5.892857142857144126e-02,3.402242657724579428e-02,3.928571428571429880e-02,nan,6.812326824163752459e-01,6.809062598990834880e-01,nan,6.283127480460612424e-02,nan
-6.428571428571427937e-02,3.711537444790449780e-02,4.285714285714286448e-02,nan,7.429718965865172997e-01,7.427250119440549359e-01,nan,6.850894459578341089e-02,nan
-6.964285714285714524e-02,4.020832231856320826e-02,4.642857142857143710e-02,nan,8.046612763094825871e-01,8.045224095222699434e-01,nan,7.417773895000716322e-02,nan
-7.500000000000001110e-02,4.330127018922191873e-02,5.000000000000001665e-02,nan,8.662966685915948206e-01,8.662966685915949316e-01,nan,7.983694431185253682e-02,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,-0.000000000000000000e+00,-0.000000000000000000e+00,nan,1.000000000000000000e+00,nan
-5.573299483017151758e-03,3.217745956794353535e-03,3.099169565125415790e-03,nan,6.451546319716525146e-02,6.443517984697046119e-02,nan,5.855566629450637862e-03,nan
-1.114659896603430352e-02,6.435491913588707071e-03,6.198339130250831580e-03,nan,1.290264536794772654e-01,1.288683581935718692e-01,nan,1.171033024677015609e-02,nan
