2.159538931178861809e-01,7.860078906881552696e-02,-1.928362829059618311e-01,nan,7.696749515838307021e-01,7.696749515838303690e-01,nan
1.409538931178861698e-01,5.130302149885031943e-02,-2.598076211353316234e-01,nan,5.042944991063224025e-01,5.042944991063225135e-01,nan
4.895277334996036428e-02,1.781735238416540940e-02,-2.954423259036624283e-01,nan,1.755747036124908900e-01,1.755747036124908900e-01,nan
-4.895277334996046836e-02,-1.781735238416540940e-02,-2.954423259036623728e-01,nan,1.755747036124916116e-01,1.755747036124915283e-01,nan
-1.409538931178862808e-01,-5.130302149885031943e-02,-2.598076211353315679e-01,nan,5.042944991063222915e-01,5.042944991063222915e-01,nan
-2.159538931178862642e-01,-7.860078906881549921e-02,-1.928362829059617756e-01,nan,7.696749515838307021e-01,7.696749515838304800e-01,nan
-2.649066664678466632e-01,-9.641814145298092942e-02,-1.026060429977006250e-01,nan,9.409551553703555671e-01,9.409551553703551230e-01,nan
-2.819077862357725062e-01,-1.026060429977006666e-01,0.000000000000000000e+00,nan,9.999999999999988898e-01,9.999999999999986677e-01,nan
-2.649066664678466632e-01,-9.641814145298092942e-02,1.026060429977006250e-01,nan,9.409551553703559001e-01,9.409551553703553450e-01,nan
-2.159538931178862364e-01,-7.860078906881554084e-02,1.928362829059618033e-01,nan,7.696749515838305911e-01,7.696749515838307021e-01,nan
-1.409538931178861976e-01,-5.130302149885034024e-02,2.598076211353316234e-01,nan,5.042944991063226245e-01,5.042944991063224025e-01,nan
-4.895277334996039204e-02,-1.781735238416542327e-02,2.954423259036624283e-01,nan,1.755747036124910565e-01,1.755747036124909732e-01,nan
4.895277334996037816e-02,1.781735238416537470e-02,2.954423259036624283e-01,nan,1.755747036124909177e-01,1.755747036124909177e-01,nan
1.409538931178863086e-01,5.130302149885034024e-02,2.598076211353315679e-01,nan,5.042944991063220694e-01,5.042944991063222915e-01,nan
2.159538931178861809e-01,7.860078906881548533e-02,1.928362829059618311e-01,nan,7.696749515838302580e-01,7.696749515838303690e-01,nan
1.990241844506814850e-01,1.149066664678466826e-01,-1.928362829059618311e-01,nan,7.696749515838302580e-01,7.696749515838302580e-01,nan
1.299038105676657562e-01,7.499999999999996947e-02,-2.598076211353316234e-01,nan,5.042944991063227356e-01,5.042944991063228466e-01,nan
4.511511995413051285e-02,2.604722665003952539e-02,-2.954423259036624283e-01,nan,1.755747036124914728e-01,1.755747036124914728e-01,nan
-4.511511995413060999e-02,-2.604722665003953927e-02,-2.954423259036623728e-01,nan,1.755747036124914451e-01,1.755747036124914173e-01,nan
